Lon,Lat,LMZ,Stat_Area,EEZ,LMZ_MA,Depth,Distant_Offshore
-73.85,40.05,NA,612,EEZ Nearshore Management Area 4,0,-24,0.189806684
-73.8,40.05,NA,612,EEZ Nearshore Management Area 4,0,-28,0.238054397
-73.75,40.05,NA,612,EEZ Nearshore Management Area 4,0,-31,0.286302111
-73.7,40.05,NA,612,EEZ Nearshore Management Area 4,0,-31,0.334549824
-73.65,40.05,NA,612,EEZ Nearshore Management Area 4,0,-35,0.382797538
-73.6,40.05,NA,612,EEZ Nearshore Management Area 4,0,-35,0.431045251
-73.55,40.05,NA,612,EEZ Nearshore Management Area 4,0,-43,0.479292965
-73.5,40.05,NA,612,EEZ Nearshore Management Area 4,0,-62,0.527540679
-73.45,40.05,NA,612,EEZ Nearshore Management Area 4,0,-74,0.54527589
-73.4,40.05,NA,612,EEZ Nearshore Management Area 4,0,-49,0.554619032
-73.35,40.05,NA,612,EEZ Nearshore Management Area 4,0,-44,0.563962175
-73.3,40.05,NA,612,EEZ Nearshore Management Area 4,0,-43,0.571939951
-73.25,40.05,NA,612,EEZ Nearshore Management Area 4,0,-40,0.574709759
-73.2,40.05,NA,612,EEZ Nearshore Management Area 4,0,-42,0.581730174
-73.15,40.05,NA,612,EEZ Nearshore Management Area 4,0,-43,0.590265117
-73.1,40.05,NA,612,EEZ Nearshore Management Area 4,0,-47,0.598800059
-73.05,40.05,NA,612,EEZ Nearshore Management Area 4,0,-46,0.607335002
-73,40.05,NA,613,EEZ Nearshore Management Area 4,0,-47,0.615869944
-72.95,40.05,NA,613,EEZ Nearshore Management Area 4,0,-50,0.624470963
-72.9,40.05,NA,613,EEZ Nearshore Management Area 4,0,-51,0.635623775
-72.85,40.05,NA,613,EEZ Offshore Management Area 3,0,-53,0.650421318
-72.8,40.05,NA,613,EEZ Offshore Management Area 3,0,-55,0.666639325
-72.75,40.05,NA,613,EEZ Offshore Management Area 3,0,-56,0.682857333
-72.7,40.05,NA,613,EEZ Offshore Management Area 3,0,-58,0.69907534
-72.65,40.05,NA,613,EEZ Offshore Management Area 3,0,-60,0.715293347
-72.6,40.05,NA,613,EEZ Offshore Management Area 3,0,-59,0.731180848
-72.55,40.05,NA,613,EEZ Offshore Management Area 3,0,-60,0.743248828
-72.5,40.05,NA,613,EEZ Offshore Management Area 3,0,-62,0.756776743
-72.45,40.05,NA,613,EEZ Offshore Management Area 3,0,-64,0.770304658
-72.4,40.05,NA,613,EEZ Offshore Management Area 3,0,-65,0.783832573
-72.35,40.05,NA,613,EEZ Offshore Management Area 3,0,-70,0.797360488
-72.3,40.05,NA,613,EEZ Offshore Management Area 3,0,-74,0.808378799
-72.25,40.05,NA,613,EEZ Offshore Management Area 3,0,-77,0.820552791
-72.2,40.05,NA,613,EEZ Offshore Management Area 3,0,-76,0.835546218
-72.15,40.05,NA,613,EEZ Offshore Management Area 3,0,-75,0.85195291
-72.1,40.05,NA,613,EEZ Offshore Management Area 3,0,-75,0.868360112
-72.05,40.05,NA,613,EEZ Offshore Management Area 3,0,-76,0.884040987
-72,40.05,NA,613,EEZ Offshore Management Area 3,0,-80,0.900804011
-71.95,40.05,NA,613,EEZ Offshore Management Area 3,0,-79,0.919391396
-71.9,40.05,NA,613,EEZ Offshore Management Area 3,0,-82,0.937838084
-71.85,40.05,NA,613,EEZ Offshore Management Area 3,0,-83,0.95385434
-71.8,40.05,NA,613,EEZ Offshore Management Area 3,0,-88,0.969870597
-71.75,40.05,NA,613,EEZ Offshore Management Area 3,0,-89,0.985886853
-71.7,40.05,NA,613,EEZ Offshore Management Area 3,0,-92,1.00190311
-71.65,40.05,NA,537,EEZ Offshore Management Area 3,16,-92,1.017919367
-71.6,40.05,NA,537,EEZ Offshore Management Area 3,16,-91,1.033935623
-71.55,40.05,NA,537,EEZ Offshore Management Area 3,16,-92,1.04995188
-71.5,40.05,NA,537,EEZ Offshore Management Area 3,16,-93,1.066514989
-71.45,40.05,NA,537,EEZ Offshore Management Area 3,16,-93,1.085050608
-71.4,40.05,NA,537,EEZ Offshore Management Area 3,16,-99,1.105538522
-71.35,40.05,NA,537,EEZ Offshore Management Area 3,16,-117,1.122113202
-71.3,40.05,NA,537,EEZ Offshore Management Area 3,16,-148,1.131841791
-71.25,40.05,NA,537,EEZ Offshore Management Area 3,16,-168,1.143675496
-71.2,40.05,NA,537,EEZ Offshore Management Area 3,16,-199,1.157549757
-71.15,40.05,NA,537,EEZ Offshore Management Area 3,16,-214,1.173392193
-71.1,40.05,NA,537,EEZ Offshore Management Area 3,16,-204,1.191124275
-71.05,40.05,NA,537,EEZ Offshore Management Area 3,16,-217,1.210662975
-71,40.05,NA,537,EEZ Offshore Management Area 3,16,-223,1.216762559
-70.95,40.05,NA,537,EEZ Offshore Management Area 3,16,-206,1.209684308
-70.9,40.05,NA,537,EEZ Offshore Management Area 3,16,-194,1.204641492
-70.85,40.05,NA,537,EEZ Offshore Management Area 3,16,-193,1.201659738
-70.8,40.05,NA,537,EEZ Offshore Management Area 3,16,-169,1.200754398
-70.75,40.05,NA,537,EEZ Offshore Management Area 3,16,-149,1.201930166
-70.7,40.05,NA,537,EEZ Offshore Management Area 3,16,-137,1.205180951
-70.65,40.05,NA,537,EEZ Offshore Management Area 3,16,-131,1.210490035
-70.6,40.05,NA,537,EEZ Offshore Management Area 3,16,-136,1.217830499
-70.55,40.05,NA,537,EEZ Offshore Management Area 3,16,-164,1.227165891
-70.5,40.05,NA,537,EEZ Offshore Management Area 3,16,-230,1.238451099
-70.45,40.05,NA,537,EEZ Offshore Management Area 3,16,-230,1.236239719
-70.4,40.05,NA,537,EEZ Offshore Management Area 3,16,-185,1.223761187
-70.35,40.05,NA,537,EEZ Offshore Management Area 3,16,-178,1.213216486
-70.3,40.05,NA,537,EEZ Offshore Management Area 3,16,-177,1.2046564
-70.25,40.05,NA,537,EEZ Offshore Management Area 3,16,-176,1.198123467
-70.2,40.05,NA,537,EEZ Offshore Management Area 3,16,-300,1.193650972
-70.15,40.05,NA,537,EEZ Offshore Management Area 3,16,-176,1.191262122
-70.1,40.05,NA,537,EEZ Offshore Management Area 3,16,-162,1.190893582
-70.05,40.05,NA,537,EEZ Offshore Management Area 3,16,-153,1.191086081
-70,40.05,NA,537,EEZ Offshore Management Area 3,16,-148,1.19127858
-69.95,40.05,NA,526,EEZ Offshore Management Area 3,17,-143,1.19243182
-69.9,40.05,NA,526,EEZ Offshore Management Area 3,17,-139,1.195674724
-69.85,40.05,NA,526,EEZ Offshore Management Area 3,17,-130,1.200987113
-69.8,40.05,NA,526,EEZ Offshore Management Area 3,17,-124,1.208250821
-69.75,40.05,NA,526,EEZ Offshore Management Area 3,17,-119,1.217526199
-69.7,40.05,NA,526,EEZ Offshore Management Area 3,17,-115,1.228767694
-69.65,40.05,NA,526,EEZ Offshore Management Area 3,17,-111,1.24188675
-69.6,40.05,NA,526,EEZ Offshore Management Area 3,17,-110,1.255965353
-69.55,40.05,NA,526,EEZ Offshore Management Area 3,17,-106,1.271720868
-69.5,40.05,NA,526,EEZ Offshore Management Area 3,17,-98,1.289224173
-69.45,40.05,NA,526,EEZ Offshore Management Area 3,17,-100,1.308405124
-69.4,40.05,NA,526,EEZ Offshore Management Area 3,17,-98,1.329191095
-69.35,40.05,NA,526,EEZ Offshore Management Area 3,17,-97,1.351508035
-69.3,40.05,NA,526,EEZ Offshore Management Area 3,17,-104,1.375281414
-69.25,40.05,NA,526,EEZ Offshore Management Area 3,17,-122,1.400437063
-69.2,40.05,NA,526,EEZ Offshore Management Area 3,17,-152,1.426901877
-69.15,40.05,NA,526,EEZ Offshore Management Area 3,17,-165,1.454604402
-69.1,40.05,NA,526,EEZ Offshore Management Area 3,17,-171,1.4834753
-69.05,40.05,NA,526,EEZ Offshore Management Area 3,17,-831,1.513447709
-69,40.05,NA,526,EEZ Offshore Management Area 3,17,-189,1.5444575
-68.95,40.05,NA,526,EEZ Offshore Management Area 3,17,-242,1.576443455
-68.9,40.05,NA,526,EEZ Offshore Management Area 3,17,-274,1.609347373
-68.85,40.05,NA,526,EEZ Offshore Management Area 3,17,-945,1.643114107
-68.8,40.05,NA,525,EEZ Offshore Management Area 3,23,-740,1.677691559
-68.75,40.05,NA,525,EEZ Offshore Management Area 3,23,-864,1.713030638
-68.7,40.05,NA,525,EEZ Offshore Management Area 3,23,-478,1.74908518
-68.65,40.05,NA,525,EEZ Offshore Management Area 3,23,-952,1.785811851
-68.6,40.05,NA,525,EEZ Offshore Management Area 3,23,-994,1.823170032
-68.55,40.05,NA,525,EEZ Offshore Management Area 3,23,-1103,1.861121696
-68.5,40.05,NA,525,EEZ Offshore Management Area 3,23,-1327,1.899631272
-68.45,40.05,NA,525,EEZ Offshore Management Area 3,23,-1630,1.938665512
-68.4,40.05,NA,525,EEZ Offshore Management Area 3,23,-1305,1.97819336
-68.35,40.05,NA,525,EEZ Offshore Management Area 3,23,-1546,2.018185811
-68.3,40.05,NA,525,EEZ Offshore Management Area 3,23,-1879,2.058615789
-68.25,40.05,NA,525,EEZ Offshore Management Area 3,23,-1843,2.099458017
-68.2,40.05,NA,525,EEZ Offshore Management Area 3,23,-1971,2.1406889
-68.15,40.05,NA,525,EEZ Offshore Management Area 3,23,-1935,2.182286408
-68.1,40.05,NA,525,EEZ Offshore Management Area 3,23,-2072,2.224229972
-68.05,40.05,NA,525,EEZ Offshore Management Area 3,23,-2235,2.266500379
-68,40.05,NA,525,EEZ Offshore Management Area 3,23,-2023,2.30907968
-67.95,40.05,NA,525,EEZ Offshore Management Area 3,23,-2323,2.351951098
-67.9,40.05,NA,525,EEZ Offshore Management Area 3,23,-2145,2.395098947
-67.85,40.05,NA,525,EEZ Offshore Management Area 3,23,-2384,2.438508554
-67.8,40.05,NA,525,EEZ Offshore Management Area 3,23,-2551,2.482166184
-67.75,40.05,NA,525,EEZ Offshore Management Area 3,23,-2433,2.526058979
-67.7,40.05,NA,525,EEZ Offshore Management Area 3,23,-2746,2.57017489
-67.65,40.05,NA,525,EEZ Offshore Management Area 3,23,-2573,2.614502624
-67.6,40.05,NA,525,EEZ Offshore Management Area 3,23,-2435,2.659031585
-67.55,40.05,NA,525,EEZ Offshore Management Area 3,23,-2352,2.703751832
-74.3,40.1,NA,0,NA,0,34,0
-74.25,40.1,NA,0,NA,0,23,0
-74.2,40.1,NA,0,NA,0,20,0
-74.15,40.1,NA,0,NA,0,16,0
-74.1,40.1,NA,0,NA,0,3,0
-74.05,40.1,NA,0,NA,0,1,0
-74,40.1,NA,612,EEZ Nearshore Management Area 4,0,-18,0.031942638
-73.95,40.1,NA,612,EEZ Nearshore Management Area 4,0,-18,0.080190352
-73.9,40.1,NA,612,EEZ Nearshore Management Area 4,0,-22,0.128438066
-73.85,40.1,NA,612,EEZ Nearshore Management Area 4,0,-26,0.176685779
-73.8,40.1,NA,612,EEZ Nearshore Management Area 4,0,-33,0.224933493
-73.75,40.1,NA,612,EEZ Nearshore Management Area 4,0,-29,0.273181206
-73.7,40.1,NA,612,EEZ Nearshore Management Area 4,0,-36,0.32142892
-73.65,40.1,NA,612,EEZ Nearshore Management Area 4,0,-40,0.369676633
-73.6,40.1,NA,612,EEZ Nearshore Management Area 4,0,-61,0.417924347
-73.55,40.1,NA,612,EEZ Nearshore Management Area 4,0,-71,0.46617206
-73.5,40.1,NA,612,EEZ Nearshore Management Area 4,0,-44,0.487159036
-73.45,40.1,NA,612,EEZ Nearshore Management Area 4,0,-42,0.496156589
-73.4,40.1,NA,612,EEZ Nearshore Management Area 4,0,-42,0.505499732
-73.35,40.1,NA,612,EEZ Nearshore Management Area 4,0,-39,0.514842875
-73.3,40.1,NA,612,EEZ Nearshore Management Area 4,0,-44,0.521943778
-73.25,40.1,NA,612,EEZ Nearshore Management Area 4,0,-42,0.524977435
-73.2,40.1,NA,612,EEZ Nearshore Management Area 4,0,-43,0.532464012
-73.15,40.1,NA,612,EEZ Nearshore Management Area 4,0,-43,0.540998954
-73.1,40.1,NA,612,EEZ Nearshore Management Area 4,0,-43,0.549533897
-73.05,40.1,NA,612,EEZ Nearshore Management Area 4,0,-45,0.558068839
-73,40.1,NA,613,EEZ Nearshore Management Area 4,0,-47,0.566603782
-72.95,40.1,NA,613,EEZ Nearshore Management Area 4,0,-47,0.575408536
-72.9,40.1,NA,613,EEZ Nearshore Management Area 4,0,-48,0.587493475
-72.85,40.1,NA,613,EEZ Offshore Management Area 3,0,-50,0.603124635
-72.8,40.1,NA,613,EEZ Offshore Management Area 3,0,-51,0.619342642
-72.75,40.1,NA,613,EEZ Offshore Management Area 3,0,-51,0.63556065
-72.7,40.1,NA,613,EEZ Offshore Management Area 3,0,-54,0.651778657
-72.65,40.1,NA,613,EEZ Offshore Management Area 3,0,-54,0.667996664
-72.6,40.1,NA,613,EEZ Offshore Management Area 3,0,-55,0.68236752
-72.55,40.1,NA,613,EEZ Offshore Management Area 3,0,-57,0.695113648
-72.5,40.1,NA,613,EEZ Offshore Management Area 3,0,-58,0.708641563
-72.45,40.1,NA,613,EEZ Offshore Management Area 3,0,-59,0.722169478
-72.4,40.1,NA,613,EEZ Offshore Management Area 3,0,-64,0.735697394
-72.35,40.1,NA,613,EEZ Offshore Management Area 3,0,-70,0.749225309
-72.3,40.1,NA,613,EEZ Offshore Management Area 3,0,-69,0.759616998
-72.25,40.1,NA,613,EEZ Offshore Management Area 3,0,-72,0.77255976
-72.2,40.1,NA,613,EEZ Offshore Management Area 3,0,-72,0.788314322
-72.15,40.1,NA,613,EEZ Offshore Management Area 3,0,-69,0.804721525
-72.1,40.1,NA,613,EEZ Offshore Management Area 3,0,-70,0.821128728
-72.05,40.1,NA,613,EEZ Offshore Management Area 3,0,-71,0.836650505
-72,40.1,NA,613,EEZ Offshore Management Area 3,0,-76,0.854327589
-71.95,40.1,NA,613,EEZ Offshore Management Area 3,0,-78,0.87301481
-71.9,40.1,NA,613,EEZ Offshore Management Area 3,0,-77,0.890472701
-71.85,40.1,NA,613,EEZ Offshore Management Area 3,0,-80,0.906488957
-71.8,40.1,NA,613,EEZ Offshore Management Area 3,0,-80,0.922505214
-71.75,40.1,NA,613,EEZ Offshore Management Area 3,0,-81,0.93852147
-71.7,40.1,NA,613,EEZ Offshore Management Area 3,0,-83,0.954537727
-71.65,40.1,NA,537,EEZ Offshore Management Area 3,16,-85,0.970553984
-71.6,40.1,NA,537,EEZ Offshore Management Area 3,16,-85,0.98657024
-71.55,40.1,NA,537,EEZ Offshore Management Area 3,16,-87,1.002590406
-71.5,40.1,NA,537,EEZ Offshore Management Area 3,16,-88,1.019837302
-71.45,40.1,NA,537,EEZ Offshore Management Area 3,16,-89,1.039205814
-71.4,40.1,NA,537,EEZ Offshore Management Area 3,16,-92,1.060579711
-71.35,40.1,NA,537,EEZ Offshore Management Area 3,16,-96,1.072903229
-71.3,40.1,NA,537,EEZ Offshore Management Area 3,16,-112,1.083073931
-71.25,40.1,NA,537,EEZ Offshore Management Area 3,16,-138,1.095434589
-71.2,40.1,NA,537,EEZ Offshore Management Area 3,16,-155,1.109912041
-71.15,40.1,NA,537,EEZ Offshore Management Area 3,16,-162,1.126424671
-71.1,40.1,NA,537,EEZ Offshore Management Area 3,16,-164,1.144884422
-71.05,40.1,NA,537,EEZ Offshore Management Area 3,16,-161,1.165198755
-71,40.1,NA,537,EEZ Offshore Management Area 3,16,-159,1.167448553
-70.95,40.1,NA,537,EEZ Offshore Management Area 3,16,-153,1.160069448
-70.9,40.1,NA,537,EEZ Offshore Management Area 3,16,-145,1.154809995
-70.85,40.1,NA,537,EEZ Offshore Management Area 3,16,-141,1.151699234
-70.8,40.1,NA,537,EEZ Offshore Management Area 3,16,-137,1.150754589
-70.75,40.1,NA,537,EEZ Offshore Management Area 3,16,-136,1.151981391
-70.7,40.1,NA,537,EEZ Offshore Management Area 3,16,-129,1.155372721
-70.65,40.1,NA,537,EEZ Offshore Management Area 3,16,-126,1.160909611
-70.6,40.1,NA,537,EEZ Offshore Management Area 3,16,-125,1.168561562
-70.55,40.1,NA,537,EEZ Offshore Management Area 3,16,-124,1.178287369
-70.5,40.1,NA,537,EEZ Offshore Management Area 3,16,-137,1.190036186
-70.45,40.1,NA,537,EEZ Offshore Management Area 3,16,-125,1.188152071
-70.4,40.1,NA,537,EEZ Offshore Management Area 3,16,-122,1.175163028
-70.35,40.1,NA,537,EEZ Offshore Management Area 3,16,-122,1.164178226
-70.3,40.1,NA,537,EEZ Offshore Management Area 3,16,-123,1.155254839
-70.25,40.1,NA,537,EEZ Offshore Management Area 3,16,-134,1.148440918
-70.2,40.1,NA,537,EEZ Offshore Management Area 3,16,-149,1.143774166
-70.15,40.1,NA,537,EEZ Offshore Management Area 3,16,-148,1.141280922
-70.1,40.1,NA,537,EEZ Offshore Management Area 3,16,-143,1.140893953
-70.05,40.1,NA,537,EEZ Offshore Management Area 3,16,-135,1.141086452
-70,40.1,NA,537,EEZ Offshore Management Area 3,16,-128,1.141278951
-69.95,40.1,NA,526,EEZ Offshore Management Area 3,17,-121,1.142482318
-69.9,40.1,NA,526,EEZ Offshore Management Area 3,17,-114,1.145866592
-69.85,40.1,NA,526,EEZ Offshore Management Area 3,17,-110,1.151395565
-69.8,40.1,NA,526,EEZ Offshore Management Area 3,17,-106,1.158970123
-69.75,40.1,NA,526,EEZ Offshore Management Area 3,17,-103,1.168636704
-69.7,40.1,NA,526,EEZ Offshore Management Area 3,17,-101,1.18034391
-69.65,40.1,NA,526,EEZ Offshore Management Area 3,17,-99,1.193808722
-69.6,40.1,NA,526,EEZ Offshore Management Area 3,17,-99,1.208315674
-69.55,40.1,NA,526,EEZ Offshore Management Area 3,17,-97,1.224684354
-69.5,40.1,NA,526,EEZ Offshore Management Area 3,17,-85,1.242850259
-69.45,40.1,NA,526,EEZ Offshore Management Area 3,17,-91,1.262735827
-69.4,40.1,NA,526,EEZ Offshore Management Area 3,17,-96,1.284261176
-69.35,40.1,NA,526,EEZ Offshore Management Area 3,17,-97,1.307345313
-69.3,40.1,NA,526,EEZ Offshore Management Area 3,17,-99,1.331907192
-69.25,40.1,NA,526,EEZ Offshore Management Area 3,17,-105,1.357866624
-69.2,40.1,NA,526,EEZ Offshore Management Area 3,17,-122,1.385145035
-69.15,40.1,NA,526,EEZ Offshore Management Area 3,17,-133,1.413666074
-69.1,40.1,NA,526,EEZ Offshore Management Area 3,17,-144,1.443356078
-69.05,40.1,NA,526,EEZ Offshore Management Area 3,17,-584,1.474144419
-69,40.1,NA,526,EEZ Offshore Management Area 3,17,-158,1.505963734
-68.95,40.1,NA,526,EEZ Offshore Management Area 3,17,-165,1.538750067
-68.9,40.1,NA,526,EEZ Offshore Management Area 3,17,-174,1.57244293
-68.85,40.1,NA,526,EEZ Offshore Management Area 3,17,-261,1.606985304
-68.8,40.1,NA,525,EEZ Offshore Management Area 3,23,-339,1.642323588
-68.75,40.1,NA,525,EEZ Offshore Management Area 3,23,-235,1.678407509
-68.7,40.1,NA,525,EEZ Offshore Management Area 3,23,-249,1.715190009
-68.65,40.1,NA,525,EEZ Offshore Management Area 3,23,-238,1.752627104
-68.6,40.1,NA,525,EEZ Offshore Management Area 3,23,-394,1.790677739
-68.55,40.1,NA,525,EEZ Offshore Management Area 3,23,-432,1.82930363
-68.5,40.1,NA,525,EEZ Offshore Management Area 3,23,-899,1.868469098
-68.45,40.1,NA,525,EEZ Offshore Management Area 3,23,-1170,1.908140919
-68.4,40.1,NA,525,EEZ Offshore Management Area 3,23,-935,1.948288164
-68.35,40.1,NA,525,EEZ Offshore Management Area 3,23,-1223,1.98888204
-68.3,40.1,NA,525,EEZ Offshore Management Area 3,23,-1533,2.029895753
-68.25,40.1,NA,525,EEZ Offshore Management Area 3,23,-1699,2.071304364
-68.2,40.1,NA,525,EEZ Offshore Management Area 3,23,-1865,2.113084657
-68.15,40.1,NA,525,EEZ Offshore Management Area 3,23,-1625,2.155215016
-68.1,40.1,NA,525,EEZ Offshore Management Area 3,23,-2026,2.19767531
-68.05,40.1,NA,525,EEZ Offshore Management Area 3,23,-1898,2.240446779
-68,40.1,NA,525,EEZ Offshore Management Area 3,23,-2102,2.283511937
-67.95,40.1,NA,525,EEZ Offshore Management Area 3,23,-1926,2.326854479
-67.9,40.1,NA,525,EEZ Offshore Management Area 3,23,-2159,2.370459189
-67.85,40.1,NA,525,EEZ Offshore Management Area 3,23,-2419,2.414311862
-67.8,40.1,NA,525,EEZ Offshore Management Area 3,23,-2092,2.458399229
-67.75,40.1,NA,525,EEZ Offshore Management Area 3,23,-2124,2.502708886
-67.7,40.1,NA,525,EEZ Offshore Management Area 3,23,-2463,2.547229233
-67.65,40.1,NA,525,EEZ Offshore Management Area 3,23,-2310,2.591949415
-67.6,40.1,NA,525,EEZ Offshore Management Area 3,23,-1974,2.636859262
-67.55,40.1,NA,525,EEZ Offshore Management Area 3,23,-2045,2.681949248
-67.5,40.1,NA,525,EEZ Offshore Management Area 3,23,-1946,2.727210437
-67.45,40.1,NA,525,EEZ Offshore Management Area 3,23,-1941,2.772634445
-67.4,40.1,NA,525,EEZ Offshore Management Area 3,23,-2095,2.8182134
-74.3,40.15,NA,0,NA,0,44,0
-74.25,40.15,NA,0,NA,0,35,0
-74.2,40.15,NA,0,NA,0,29,0
-74.15,40.15,NA,0,NA,0,21,0
-74.1,40.15,NA,0,NA,0,29,0
-74.05,40.15,NA,0,NA,0,11,0
-74,40.15,NA,612,EEZ Nearshore Management Area 4,0,-17,0.018821734
-73.95,40.15,NA,612,EEZ Nearshore Management Area 4,0,-17,0.067069448
-73.9,40.15,NA,612,EEZ Nearshore Management Area 4,0,-19,0.115317161
-73.85,40.15,NA,612,EEZ Nearshore Management Area 4,0,-25,0.163564875
-73.8,40.15,NA,612,EEZ Nearshore Management Area 4,0,-29,0.211812588
-73.75,40.15,NA,612,EEZ Nearshore Management Area 4,0,-33,0.260060302
-73.7,40.15,NA,612,EEZ Nearshore Management Area 4,0,-45,0.308308015
-73.65,40.15,NA,612,EEZ Nearshore Management Area 4,0,-50,0.356555729
-73.6,40.15,NA,612,EEZ Nearshore Management Area 4,0,-37,0.404803442
-73.55,40.15,NA,612,EEZ Nearshore Management Area 4,0,-37,0.432276331
-73.5,40.15,NA,612,EEZ Nearshore Management Area 4,0,-40,0.437786736
-73.45,40.15,NA,612,EEZ Nearshore Management Area 4,0,-41,0.447037289
-73.4,40.15,NA,612,EEZ Nearshore Management Area 4,0,-37,0.456380431
-73.35,40.15,NA,612,EEZ Nearshore Management Area 4,0,-43,0.465723574
-73.3,40.15,NA,612,EEZ Nearshore Management Area 4,0,-38,0.471948416
-73.25,40.15,NA,612,EEZ Nearshore Management Area 4,0,-41,0.475301281
-73.2,40.15,NA,612,EEZ Nearshore Management Area 4,0,-42,0.48319785
-73.15,40.15,NA,612,EEZ Nearshore Management Area 4,0,-43,0.491732792
-73.1,40.15,NA,612,EEZ Nearshore Management Area 4,0,-46,0.500267734
-73.05,40.15,NA,612,EEZ Nearshore Management Area 4,0,-47,0.508802677
-73,40.15,NA,613,EEZ Nearshore Management Area 4,0,-46,0.517337619
-72.95,40.15,NA,613,EEZ Nearshore Management Area 4,0,-46,0.526522539
-72.9,40.15,NA,613,EEZ Nearshore Management Area 4,0,-49,0.539703237
-72.85,40.15,NA,613,EEZ Nearshore Management Area 4,0,-50,0.555827952
-72.8,40.15,NA,613,EEZ Offshore Management Area 3,0,-53,0.572045959
-72.75,40.15,NA,613,EEZ Offshore Management Area 3,0,-54,0.588263966
-72.7,40.15,NA,613,EEZ Offshore Management Area 3,0,-56,0.604481974
-72.65,40.15,NA,613,EEZ Offshore Management Area 3,0,-56,0.620699981
-72.6,40.15,NA,613,EEZ Offshore Management Area 3,0,-53,0.633739247
-72.55,40.15,NA,613,EEZ Offshore Management Area 3,0,-59,0.646978469
-72.5,40.15,NA,613,EEZ Offshore Management Area 3,0,-61,0.660506384
-72.45,40.15,NA,613,EEZ Offshore Management Area 3,0,-63,0.674034299
-72.4,40.15,NA,613,EEZ Offshore Management Area 3,0,-67,0.687562214
-72.35,40.15,NA,613,EEZ Offshore Management Area 3,0,-70,0.70052058
-72.3,40.15,NA,613,EEZ Offshore Management Area 3,0,-67,0.711027203
-72.25,40.15,NA,613,EEZ Offshore Management Area 3,0,-67,0.724838109
-72.2,40.15,NA,613,EEZ Offshore Management Area 3,0,-71,0.741082938
-72.15,40.15,NA,613,EEZ Offshore Management Area 3,0,-67,0.75749014
-72.1,40.15,NA,613,EEZ Offshore Management Area 3,0,-64,0.773640916
-72.05,40.15,NA,613,EEZ Offshore Management Area 3,0,-66,0.789581957
-72,40.15,NA,613,EEZ Offshore Management Area 3,0,-66,0.807951002
-71.95,40.15,NA,613,EEZ Offshore Management Area 3,0,-76,0.826638223
-71.9,40.15,NA,613,EEZ Offshore Management Area 3,0,-76,0.843107318
-71.85,40.15,NA,613,EEZ Offshore Management Area 3,0,-78,0.859123574
-71.8,40.15,NA,613,EEZ Offshore Management Area 3,0,-78,0.875139831
-71.75,40.15,NA,613,EEZ Offshore Management Area 3,0,-81,0.891156087
-71.7,40.15,NA,613,EEZ Offshore Management Area 3,0,-83,0.907172344
-71.65,40.15,NA,537,EEZ Offshore Management Area 3,16,-85,0.923188601
-71.6,40.15,NA,537,EEZ Offshore Management Area 3,16,-84,0.939204857
-71.55,40.15,NA,537,EEZ Offshore Management Area 3,16,-83,0.955406418
-71.5,40.15,NA,537,EEZ Offshore Management Area 3,16,-87,0.973489611
-71.45,40.15,NA,537,EEZ Offshore Management Area 3,16,-88,0.993761854
-71.4,40.15,NA,537,EEZ Offshore Management Area 3,16,-90,1.015202361
-71.35,40.15,NA,537,EEZ Offshore Management Area 3,16,-92,1.023769818
-71.3,40.15,NA,537,EEZ Offshore Management Area 3,16,-96,1.034423723
-71.25,40.15,NA,537,EEZ Offshore Management Area 3,16,-112,1.047358697
-71.2,40.15,NA,537,EEZ Offshore Management Area 3,16,-129,1.06249143
-71.15,40.15,NA,537,EEZ Offshore Management Area 3,16,-135,1.079729521
-71.1,40.15,NA,537,EEZ Offshore Management Area 3,16,-140,1.098973903
-71.05,40.15,NA,537,EEZ Offshore Management Area 3,16,-142,1.120121172
-71,40.15,NA,537,EEZ Offshore Management Area 3,16,-142,1.118195477
-70.95,40.15,NA,537,EEZ Offshore Management Area 3,16,-139,1.110489138
-70.9,40.15,NA,537,EEZ Offshore Management Area 3,16,-135,1.104993722
-70.85,40.15,NA,537,EEZ Offshore Management Area 3,16,-133,1.101742313
-70.8,40.15,NA,537,EEZ Offshore Management Area 3,16,-130,1.100754798
-70.75,40.15,NA,537,EEZ Offshore Management Area 3,16,-127,1.102037261
-70.7,40.15,NA,537,EEZ Offshore Management Area 3,16,-126,1.105581804
-70.65,40.15,NA,537,EEZ Offshore Management Area 3,16,-123,1.111366783
-70.6,40.15,NA,537,EEZ Offshore Management Area 3,16,-121,1.119357461
-70.55,40.15,NA,537,EEZ Offshore Management Area 3,16,-120,1.129507028
-70.5,40.15,NA,537,EEZ Offshore Management Area 3,16,-119,1.14175791
-70.45,40.15,NA,537,EEZ Offshore Management Area 3,16,-118,1.140228943
-70.4,40.15,NA,537,EEZ Offshore Management Area 3,16,-118,1.126687553
-70.35,40.15,NA,537,EEZ Offshore Management Area 3,16,-117,1.115225378
-70.3,40.15,NA,537,EEZ Offshore Management Area 3,16,-110,1.105907068
-70.25,40.15,NA,537,EEZ Offshore Management Area 3,16,-111,1.098787169
-70.2,40.15,NA,537,EEZ Offshore Management Area 3,16,-111,1.093908608
-70.15,40.15,NA,537,EEZ Offshore Management Area 3,16,-112,1.091301445
-70.1,40.15,NA,537,EEZ Offshore Management Area 3,16,-112,1.090894323
-70.05,40.15,NA,537,EEZ Offshore Management Area 3,16,-110,1.091086823
