Lon,Lat,LMZ,Stat_Area,EEZ,LMZ_MA,Depth,Distant_Offshore
-68.4,41.5,NA,522,EEZ Offshore Management Area 3,22,-45,1.542248118
-68.35,41.5,NA,522,EEZ Offshore Management Area 3,22,-49,1.591825072
-68.3,41.5,NA,522,EEZ Offshore Management Area 3,22,-52,1.641427689
-68.25,41.5,NA,522,EEZ Offshore Management Area 3,22,-43,1.691053712
-68.2,41.5,NA,522,EEZ Offshore Management Area 3,22,-40,1.74070114
-68.15,41.5,NA,522,EEZ Offshore Management Area 3,22,-26,1.79036819
-68.1,41.5,NA,522,EEZ Offshore Management Area 3,22,-28,1.840053276
-68.05,41.5,NA,522,EEZ Offshore Management Area 3,22,-21,1.889754973
-68,41.5,NA,522,EEZ Offshore Management Area 3,22,-27,1.939472005
-67.95,41.5,NA,522,EEZ Offshore Management Area 3,22,-36,1.989203222
-67.9,41.5,NA,522,EEZ Offshore Management Area 3,22,-35,2.038947586
-67.85,41.5,NA,522,EEZ Offshore Management Area 3,22,-32,2.088704158
-67.8,41.5,NA,522,EEZ Offshore Management Area 3,22,-33,2.138472085
-67.75,41.5,NA,522,EEZ Offshore Management Area 3,22,-30,2.188250593
-67.7,41.5,NA,522,EEZ Offshore Management Area 3,22,-41,2.238038976
-67.65,41.5,NA,562,EEZ Offshore Management Area 3,25,-35,2.28783659
-67.6,41.5,NA,562,EEZ Offshore Management Area 3,25,-34,2.337642843
-67.55,41.5,NA,562,EEZ Offshore Management Area 3,25,-33,2.387457195
-67.5,41.5,NA,562,EEZ Offshore Management Area 3,25,-42,2.410970671
-67.45,41.5,NA,562,EEZ Offshore Management Area 3,25,-44,2.380325393
-67.4,41.5,NA,562,EEZ Offshore Management Area 3,25,-35,2.35034431
-67.35,41.5,NA,562,EEZ Offshore Management Area 3,25,-53,2.321053161
-67.3,41.5,NA,562,EEZ Offshore Management Area 3,25,-41,2.292478392
-67.25,41.5,NA,562,EEZ Offshore Management Area 3,25,-48,2.26464712
-67.2,41.5,NA,562,EEZ Offshore Management Area 3,25,-52,2.237587088
-67.15,41.5,NA,562,EEZ Offshore Management Area 3,25,-53,2.21132661
-67.1,41.5,NA,562,EEZ Offshore Management Area 3,25,-53,2.185894502
-67.05,41.5,NA,562,EEZ Offshore Management Area 3,25,-60,2.161320008
-67,41.5,NA,562,EEZ Offshore Management Area 3,25,-62,2.137632704
-66.95,41.5,NA,562,EEZ Offshore Management Area 3,25,-63,2.114862401
-66.9,41.5,NA,562,EEZ Offshore Management Area 3,25,-66,2.093039029
-66.85,41.5,NA,562,EEZ Offshore Management Area 3,25,-67,2.072192505
-66.8,41.5,NA,562,EEZ Offshore Management Area 3,25,-69,2.052352596
-66.75,41.5,NA,562,EEZ Offshore Management Area 3,25,-72,2.033548764
-66.7,41.5,NA,562,EEZ Offshore Management Area 3,25,-73,2.015810005
-66.65,41.5,NA,562,EEZ Offshore Management Area 3,25,-77,1.999164669
-66.6,41.5,NA,562,EEZ Offshore Management Area 3,25,-81,1.983640284
-66.55,41.5,NA,552,NA,25,-84,1.969263359
-66.5,41.5,NA,552,NA,25,-87,1.956059195
-66.45,41.5,NA,552,NA,25,-91,1.944051691
-66.4,41.5,NA,552,NA,25,-88,1.933263142
-66.35,41.5,NA,552,NA,25,-86,1.923714058
-66.3,41.5,NA,552,NA,25,-87,1.915422976
-66.25,41.5,NA,552,NA,25,-88,1.908406292
-66.2,41.5,NA,552,NA,25,-90,1.902678106
-66.15,41.5,NA,552,NA,25,-100,1.898250083
-66.1,41.5,NA,552,NA,25,-104,1.895131335
-66.05,41.5,NA,552,NA,25,-111,1.893328333
-71.85,41.55,NA,0,NA,0,106,0
-71.8,41.55,NA,0,NA,0,145,0
-71.75,41.55,NA,0,NA,0,128,0
-71.7,41.55,NA,0,NA,0,69,0
-71.65,41.55,NA,0,NA,0,101,0
-71.6,41.55,NA,0,NA,0,96,0
-71.55,41.55,NA,0,NA,0,58,0
-71.5,41.55,NA,0,NA,0,30,0
-71.45,41.55,NA,0,NA,0,4,0
-71.4,41.55,NA,539,EEZ Nearshore Management Area 2,15,-10,0.020112732
-71.35,41.55,NA,539,EEZ Nearshore Management Area 2,15,-12,0.013157808
-71.3,41.55,NA,0,NA,0,30,0
-71.25,41.55,NA,0,NA,0,42,0
-71.2,41.55,NA,0,NA,0,1,0
-71.15,41.55,NA,0,NA,0,43,0
-71.1,41.55,NA,0,NA,0,31,0
-71.05,41.55,NA,0,NA,0,21,0
-71,41.55,NA,0,NA,0,3,0
-70.95,41.55,NA,0,NA,0,3,0
-70.9,41.55,NA,538,EEZ Nearshore Management Area 2,14,-10,0.030709692
-70.85,41.55,NA,538,EEZ Nearshore Management Area 2,14,-11,0.032118299
-70.8,41.55,NA,538,EEZ Nearshore Management Area 2,14,-14,0.044539185
-70.75,41.55,NA,538,EEZ Nearshore Management Area 2,14,-13,0.045350081
-70.7,41.55,NA,538,EEZ Nearshore Management Area 2,14,-13,0.02347465
-70.65,41.55,NA,0,NA,0,14,0
-70.6,41.55,NA,0,NA,0,3,0
-70.55,41.55,NA,538,EEZ Nearshore Management Area 2,13,-2,0.000697252
-70.5,41.55,NA,538,EEZ Nearshore Management Area 2,13,1,0.003842083
-70.45,41.55,NA,538,EEZ Nearshore Management Area 2,10,-6,0.027276224
-70.4,41.55,NA,538,EEZ Nearshore Management Area 2,10,-7,0.056702332
-70.35,41.55,NA,538,EEZ Nearshore Management Area 2,10,-11,0.074131462
-70.3,41.55,NA,538,EEZ Nearshore Management Area 2,10,-9,0.066514083
-70.25,41.55,NA,538,EEZ Nearshore Management Area 2,10,-11,0.063304212
-70.2,41.55,NA,538,EEZ Nearshore Management Area 2,10,-14,0.085321676
-70.15,41.55,NA,538,EEZ Nearshore Management Area 2,10,-11,0.103440819
-70.1,41.55,NA,538,EEZ Nearshore Management Area 2,10,-9,0.08243486
-70.05,41.55,NA,538,EEZ Nearshore Outer Cape Lobster Management Area,10,-3,0.032675774
-70,41.55,NA,0,NA,0,1,0.002044778
-69.95,41.55,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,9,-15,0.040856235
-69.9,41.55,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,18,-9,0.090233011
-69.85,41.55,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,18,-15,0.139609786
-69.8,41.55,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,18,-21,0.18228985
-69.75,41.55,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,18,-25,0.226247407
-69.7,41.55,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,18,-28,0.271742553
-69.65,41.55,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,18,-34,0.317261838
-69.6,41.55,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,18,-42,0.362781122
-69.55,41.55,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,18,-48,0.408657508
-69.5,41.55,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,18,-54,0.455388579
-69.45,41.55,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,18,-66,0.502749002
-69.4,41.55,NA,521,EEZ Offshore Management Area 3,18,-80,0.550576388
-69.35,41.55,NA,521,EEZ Offshore Management Area 3,18,-106,0.598758849
-69.3,41.55,NA,521,EEZ Offshore Management Area 3,18,-129,0.647217088
-69.25,41.55,NA,521,EEZ Offshore Management Area 3,18,-149,0.695893497
-69.2,41.55,NA,521,EEZ Offshore Management Area 3,18,-161,0.744745298
-69.15,41.55,NA,521,EEZ Offshore Management Area 3,18,-162,0.793740108
-69.1,41.55,NA,521,EEZ Offshore Management Area 3,18,-157,0.842852987
-69.05,41.55,NA,521,EEZ Offshore Management Area 3,18,-139,0.892064436
-69,41.55,NA,521,EEZ Offshore Management Area 3,18,-128,0.941358996
-68.95,41.55,NA,521,EEZ Offshore Management Area 3,18,-121,0.99072426
-68.9,41.55,NA,521,EEZ Offshore Management Area 3,18,-144,1.040150162
-68.85,41.55,NA,521,EEZ Offshore Management Area 3,18,-151,1.08962845
-68.8,41.55,NA,522,EEZ Offshore Management Area 3,22,-150,1.139152298
-68.75,41.55,NA,522,EEZ Offshore Management Area 3,22,-145,1.188716013
-68.7,41.55,NA,522,EEZ Offshore Management Area 3,22,-138,1.238314806
-68.65,41.55,NA,522,EEZ Offshore Management Area 3,22,-132,1.287944625
-68.6,41.55,NA,522,EEZ Offshore Management Area 3,22,-117,1.337602018
-68.55,41.55,NA,522,EEZ Offshore Management Area 3,22,-108,1.387284023
-68.5,41.55,NA,522,EEZ Offshore Management Area 3,22,-85,1.436988086
-68.45,41.55,NA,522,EEZ Offshore Management Area 3,22,-63,1.486711996
-68.4,41.55,NA,522,EEZ Offshore Management Area 3,22,-50,1.536453826
-68.35,41.55,NA,522,EEZ Offshore Management Area 3,22,-27,1.58621189
-68.3,41.55,NA,522,EEZ Offshore Management Area 3,22,-39,1.635984706
-68.25,41.55,NA,522,EEZ Offshore Management Area 3,22,-26,1.685770968
-68.2,41.55,NA,522,EEZ Offshore Management Area 3,22,-34,1.73556952
-68.15,41.55,NA,522,EEZ Offshore Management Area 3,22,-17,1.785379331
-68.1,41.55,NA,522,EEZ Offshore Management Area 3,22,-20,1.835199488
-68.05,41.55,NA,522,EEZ Offshore Management Area 3,22,-29,1.885029167
-68,41.55,NA,522,EEZ Offshore Management Area 3,22,-33,1.934867634
-67.95,41.55,NA,522,EEZ Offshore Management Area 3,22,-34,1.984714226
-67.9,41.55,NA,522,EEZ Offshore Management Area 3,22,-30,2.034568347
-67.85,41.55,NA,522,EEZ Offshore Management Area 3,22,-36,2.084429456
-67.8,41.55,NA,522,EEZ Offshore Management Area 3,22,-28,2.134297064
-67.75,41.55,NA,522,EEZ Offshore Management Area 3,22,-37,2.184170725
-67.7,41.55,NA,522,EEZ Offshore Management Area 3,22,-21,2.234050035
-67.65,41.55,NA,562,EEZ Offshore Management Area 3,25,-16,2.283934623
-67.6,41.55,NA,562,EEZ Offshore Management Area 3,25,-33,2.333824149
-67.55,41.55,NA,562,EEZ Offshore Management Area 3,25,-34,2.383718305
-67.5,41.55,NA,562,EEZ Offshore Management Area 3,25,-30,2.371918269
-67.45,41.55,NA,562,EEZ Offshore Management Area 3,25,-34,2.340761773
-67.4,41.55,NA,562,EEZ Offshore Management Area 3,25,-48,2.310267317
-67.35,41.55,NA,562,EEZ Offshore Management Area 3,25,-29,2.280461461
-67.3,41.55,NA,562,EEZ Offshore Management Area 3,25,-48,2.251371555
-67.25,41.55,NA,562,EEZ Offshore Management Area 3,25,-50,2.223025703
-67.2,41.55,NA,562,EEZ Offshore Management Area 3,25,-50,2.195452727
-67.15,41.55,NA,562,EEZ Offshore Management Area 3,25,-49,2.168682106
-67.1,41.55,NA,562,EEZ Offshore Management Area 3,25,-55,2.142743913
-67.05,41.55,NA,562,EEZ Offshore Management Area 3,25,-58,2.117668736
-67,41.55,NA,562,EEZ Offshore Management Area 3,25,-62,2.093487587
-66.95,41.55,NA,562,EEZ Offshore Management Area 3,25,-62,2.070231793
-66.9,41.55,NA,562,EEZ Offshore Management Area 3,25,-65,2.047932879
-66.85,41.55,NA,562,EEZ Offshore Management Area 3,25,-66,2.026622431
-66.8,41.55,NA,562,EEZ Offshore Management Area 3,25,-73,2.006331946
-66.75,41.55,NA,562,EEZ Offshore Management Area 3,25,-73,1.987092669
-66.7,41.55,NA,562,EEZ Offshore Management Area 3,25,-77,1.968935417
-66.65,41.55,NA,562,EEZ Offshore Management Area 3,25,-78,1.951890385
-66.6,41.55,NA,552,NA,25,-79,1.935986951
-66.55,41.55,NA,552,NA,25,-80,1.921253465
-66.5,41.55,NA,552,NA,25,-86,1.907717033
-66.45,41.55,NA,552,NA,25,-87,1.895403302
-66.4,41.55,NA,552,NA,25,-83,1.884336243
-66.35,41.55,NA,552,NA,25,-84,1.874537937
-66.3,41.55,NA,552,NA,25,-86,1.86602837
-66.25,41.55,NA,552,NA,25,-89,1.858825241
-66.2,41.55,NA,552,NA,25,-92,1.852943787
-66.15,41.55,NA,552,NA,25,-96,1.848396623
-66.1,41.55,NA,552,NA,25,-100,1.845193615
-66.05,41.55,NA,552,NA,25,-103,1.843341769
-71.8,41.6,NA,0,NA,0,142,0
-71.75,41.6,NA,0,NA,0,76,0
-71.7,41.6,NA,0,NA,0,111,0
-71.65,41.6,NA,0,NA,0,160,0
-71.6,41.6,NA,0,NA,0,116,0
-71.55,41.6,NA,0,NA,0,122,0
-71.5,41.6,NA,0,NA,0,30,0
-71.45,41.6,NA,0,NA,0,16,0
-71.4,41.6,NA,539,EEZ Nearshore Management Area 2,15,-7,0.000875307
-71.35,41.6,NA,539,EEZ Nearshore Management Area 2,15,-8,0.015113422
-71.3,41.6,NA,539,EEZ Nearshore Management Area 2,15,-21,0.010571739
-71.25,41.6,NA,0,NA,0,27,0
-71.2,41.6,NA,0,NA,0,5,0
-71.15,41.6,NA,0,NA,0,46,0
-71.1,41.6,NA,0,NA,0,54,0
-71.05,41.6,NA,0,NA,0,31,0
-71,41.6,NA,0,NA,0,12,0
-70.95,41.6,NA,0,NA,0,16,0
-70.9,41.6,NA,538,EEZ Nearshore Management Area 2,14,-5,0.003215043
-70.85,41.6,NA,538,EEZ Nearshore Management Area 2,14,-2,0.009446386
-70.8,41.6,NA,538,EEZ Nearshore Management Area 2,14,-6,0.025233369
-70.75,41.6,NA,538,EEZ Nearshore Management Area 2,14,-10,0.045466688
-70.7,41.6,NA,538,EEZ Nearshore Management Area 2,14,-9,0.043507035
-70.65,41.6,NA,538,NA,0,-2,5.86652E-05
-70.6,41.6,NA,0,NA,0,20,0
-70.55,41.6,NA,0,NA,0,18,0
-70.5,41.6,NA,0,NA,0,16,0
-70.45,41.6,NA,0,NA,0,8,0
-70.4,41.6,NA,538,EEZ Nearshore Management Area 2,10,-2,0.006764202
-70.35,41.6,NA,538,EEZ Nearshore Management Area 2,10,-3,0.03129736
-70.3,41.6,NA,538,EEZ Nearshore Management Area 2,10,-6,0.030184776
-70.25,41.6,NA,538,EEZ Nearshore Management Area 2,10,-4,0.018131664
-70.2,41.6,NA,538,EEZ Nearshore Management Area 2,10,-9,0.040709613
-70.15,41.6,NA,538,EEZ Nearshore Management Area 2,10,-7,0.053937423
-70.1,41.6,NA,538,EEZ Nearshore Management Area 2,10,-9,0.060966912
-70.05,41.6,NA,538,EEZ Nearshore Outer Cape Lobster Management Area,10,-6,0.055506767
-70,41.6,NA,538,EEZ Nearshore Outer Cape Lobster Management Area,10,-2,0.007834238
-69.95,41.6,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,9,-8,0.032986415
-69.9,41.6,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,9,-13,0.071776663
-69.85,41.6,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,18,-17,0.114496666
-69.8,41.6,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,18,-24,0.16001595
-69.75,41.6,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,18,-29,0.205535235
-69.7,41.6,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,18,-38,0.251055091
-69.65,41.6,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,18,-54,0.297332236
-69.6,41.6,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,18,-64,0.344650923
-69.55,41.6,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,18,-70,0.392634765
-69.5,41.6,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,18,-77,0.441066728
-69.45,41.6,NA,521,EEZ Offshore Management Area 3,18,-90,0.489813902
-69.4,41.6,NA,521,EEZ Offshore Management Area 3,18,-117,0.538790738
-69.35,41.6,NA,521,EEZ Offshore Management Area 3,18,-148,0.587939843
-69.3,41.6,NA,521,EEZ Offshore Management Area 3,18,-151,0.637221358
-69.25,41.6,NA,521,EEZ Offshore Management Area 3,18,-161,0.686606772
-69.2,41.6,NA,521,EEZ Offshore Management Area 3,18,-169,0.736075172
-69.15,41.6,NA,521,EEZ Offshore Management Area 3,18,-166,0.785610882
-69.1,41.6,NA,521,EEZ Offshore Management Area 3,18,-159,0.835201927
-69.05,41.6,NA,521,EEZ Offshore Management Area 3,18,-150,0.884839001
-69,41.6,NA,521,EEZ Offshore Management Area 3,18,-140,0.934514772
-68.95,41.6,NA,521,EEZ Offshore Management Area 3,18,-111,0.984223379
-68.9,41.6,NA,521,EEZ Offshore Management Area 3,18,-122,1.033960086
-68.85,41.6,NA,521,EEZ Offshore Management Area 3,18,-143,1.083721024
-68.8,41.6,NA,522,EEZ Offshore Management Area 3,22,-147,1.133503003
-68.75,41.6,NA,522,EEZ Offshore Management Area 3,22,-145,1.183303367
-68.7,41.6,NA,522,EEZ Offshore Management Area 3,22,-141,1.233119888
-68.65,41.6,NA,522,EEZ Offshore Management Area 3,22,-136,1.282950684
-68.6,41.6,NA,522,EEZ Offshore Management Area 3,22,-135,1.332794154
-68.55,41.6,NA,522,EEZ Offshore Management Area 3,22,-132,1.382648929
-68.5,41.6,NA,522,EEZ Offshore Management Area 3,22,-110,1.432513825
-68.45,41.6,NA,522,EEZ Offshore Management Area 3,22,-69,1.482387824
-68.4,41.6,NA,522,EEZ Offshore Management Area 3,22,-25,1.532270035
-68.35,41.6,NA,522,EEZ Offshore Management Area 3,22,-25,1.582159682
-68.3,41.6,NA,522,EEZ Offshore Management Area 3,22,-30,1.632056083
-68.25,41.6,NA,522,EEZ Offshore Management Area 3,22,-31,1.681958637
-68.2,41.6,NA,522,EEZ Offshore Management Area 3,22,-12,1.731866813
-68.15,41.6,NA,522,EEZ Offshore Management Area 3,22,-29,1.781780137
-68.1,41.6,NA,522,EEZ Offshore Management Area 3,22,-31,1.83169819
-68.05,41.6,NA,522,EEZ Offshore Management Area 3,22,-28,1.881620594
-68,41.6,NA,522,EEZ Offshore Management Area 3,22,-31,1.931547012
-67.95,41.6,NA,522,EEZ Offshore Management Area 3,22,-13,1.981477141
-67.9,41.6,NA,522,EEZ Offshore Management Area 3,22,-36,2.031410707
-67.85,41.6,NA,522,EEZ Offshore Management Area 3,22,-23,2.081347462
-67.8,41.6,NA,522,EEZ Offshore Management Area 3,22,-23,2.131287183
-67.75,41.6,NA,522,EEZ Offshore Management Area 3,22,-38,2.181229666
-67.7,41.6,NA,522,EEZ Offshore Management Area 3,22,-15,2.231174726
-67.65,41.6,NA,562,EEZ Offshore Management Area 3,25,-25,2.281122193
-67.6,41.6,NA,562,EEZ Offshore Management Area 3,25,-42,2.331071912
-67.55,41.6,NA,562,EEZ Offshore Management Area 3,25,-41,2.365595818
-67.5,41.6,NA,562,EEZ Offshore Management Area 3,25,-22,2.333283732
-67.45,41.6,NA,562,EEZ Offshore Management Area 3,25,-42,2.301604305
-67.4,41.6,NA,562,EEZ Offshore Management Area 3,25,-58,2.270584017
-67.35,41.6,NA,562,EEZ Offshore Management Area 3,25,-38,2.240250249
-67.3,41.6,NA,562,EEZ Offshore Management Area 3,25,-55,2.210631262
-67.25,41.6,NA,562,EEZ Offshore Management Area 3,25,-53,2.181756168
-67.2,41.6,NA,562,EEZ Offshore Management Area 3,25,-43,2.153654888
-67.15,41.6,NA,562,EEZ Offshore Management Area 3,25,-52,2.126358102
-67.1,41.6,NA,562,EEZ Offshore Management Area 3,25,-57,2.099897182
-67.05,41.6,NA,562,EEZ Offshore Management Area 3,25,-58,2.074304119
-67,41.6,NA,562,EEZ Offshore Management Area 3,25,-56,2.049611421
-66.95,41.6,NA,562,EEZ Offshore Management Area 3,25,-61,2.025852013
-66.9,41.6,NA,562,EEZ Offshore Management Area 3,25,-62,2.003059105
-66.85,41.6,NA,562,EEZ Offshore Management Area 3,25,-65,1.981266054
-66.8,41.6,NA,562,EEZ Offshore Management Area 3,25,-70,1.960506204
-66.75,41.6,NA,562,EEZ Offshore Management Area 3,25,-76,1.94081271
-66.7,41.6,NA,562,EEZ Offshore Management Area 3,25,-78,1.922218348
-66.65,41.6,NA,552,NA,25,-78,1.904755306
-66.6,41.6,NA,552,NA,25,-78,1.888454971
-66.55,41.6,NA,552,NA,25,-75,1.873347692
-66.5,41.6,NA,552,NA,25,-79,1.859462551
-66.45,41.6,NA,552,NA,25,-84,1.846827111
-66.4,41.6,NA,552,NA,25,-80,1.835467182
-66.35,41.6,NA,552,NA,25,-87,1.825406579
-66.3,41.6,NA,552,NA,25,-87,1.816666886
-66.25,41.6,NA,552,NA,25,-90,1.809267248
-66.2,41.6,NA,552,NA,25,-94,1.803224161
-66.15,41.6,NA,552,NA,25,-97,1.798551299
-66.1,41.6,NA,552,NA,25,-96,1.795259362
-66.05,41.6,NA,552,NA,25,-92,1.793355954
-71.6,41.65,NA,0,NA,0,77,0
-71.55,41.65,NA,0,NA,0,105,0
-71.5,41.65,NA,0,NA,0,62,0
-71.45,41.65,NA,539,NA,15,1,0
-71.4,41.65,NA,539,EEZ Nearshore Management Area 2,15,-3,0.007060427
-71.35,41.65,NA,539,EEZ Nearshore Management Area 2,15,1,1.15526E-05
-71.3,41.65,NA,0,NA,0,1,0.000142991
-71.25,41.65,NA,539,EEZ Nearshore Management Area 2,15,-10,0.003888468
-71.2,41.65,NA,0,NA,0,72,0
-71.15,41.65,NA,0,NA,0,61,0
-71.1,41.65,NA,0,NA,0,35,0
-71.05,41.65,NA,0,NA,0,23,0
-71,41.65,NA,0,NA,0,30,0
-70.95,41.65,NA,0,NA,0,42,0
-70.9,41.65,NA,0,NA,0,14,0
-70.85,41.65,NA,0,NA,0,19,0
-70.8,41.65,NA,538,EEZ Nearshore Management Area 2,14,2,0.002719017
-70.75,41.65,NA,538,EEZ Nearshore Management Area 2,14,-6,0.008140836
-70.7,41.65,NA,538,EEZ Nearshore Management Area 2,14,-9,0.031533985
-70.65,41.65,NA,538,EEZ Nearshore Management Area 2,14,-4,0.005384521
-70.6,41.65,NA,0,NA,0,34,0
-70.55,41.65,NA,0,NA,0,36,0
-70.5,41.65,NA,0,NA,0,34,0
-70.45,41.65,NA,0,NA,0,24,0
-70.4,41.65,NA,0,NA,0,20,0
-70.35,41.65,NA,0,NA,0,15,0
-70.3,41.65,NA,0,NA,0,11,0
-70.25,41.65,NA,0,NA,0,6,0
-70.2,41.65,NA,0,NA,0,3,0
-70.15,41.65,NA,538,EEZ Nearshore Management Area 2,10,5,0.004434026
-70.1,41.65,NA,538,EEZ Nearshore Management Area 2,10,-2,0.011463515
-70.05,41.65,NA,538,EEZ Nearshore Outer Cape Lobster Management Area,10,-3,0.018493004
-70,41.65,NA,538,EEZ Nearshore Outer Cape Lobster Management Area,10,-5,0.012979377
-69.95,41.65,NA,521,NA,0,-2,0.002770063
-69.9,41.65,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,9,-15,0.048289348
-69.85,41.65,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,18,-21,0.093808633
-69.8,41.65,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,18,-30,0.139406451
-69.75,41.65,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,18,-42,0.186579631
-69.7,41.65,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,18,-60,0.234925006
-69.65,41.65,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,18,-75,0.283844251
-69.6,41.65,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,18,-84,0.333084612
-69.55,41.65,NA,521,EEZ Nearshore Outer Cape Lobster Management Area,18,-93,0.382522102
-69.5,41.65,NA,521,EEZ Offshore Management Area 3,18,-106,0.432089063
-69.45,41.65,NA,521,EEZ Offshore Management Area 3,18,-131,0.481745533
-69.4,41.65,NA,521,EEZ Offshore Management Area 3,18,-161,0.531466423
-69.35,41.65,NA,521,EEZ Offshore Management Area 3,18,-176,0.581235201
-69.3,41.65,NA,521,EEZ Offshore Management Area 3,18,-175,0.631040537
-69.25,41.65,NA,521,EEZ Offshore Management Area 3,18,-180,0.680874407
-69.2,41.65,NA,521,EEZ Offshore Management Area 3,18,-180,0.730730975
-69.15,41.65,NA,521,EEZ Offshore Management Area 3,18,-168,0.780605892
-69.1,41.65,NA,521,EEZ Offshore Management Area 3,18,-157,0.830495851
-69.05,41.65,NA,521,EEZ Offshore Management Area 3,18,-152,0.880398295
-69,41.65,NA,521,EEZ Offshore Management Area 3,18,-150,0.930311216
-68.95,41.65,NA,521,EEZ Offshore Management Area 3,18,-141,0.980233013
-68.9,41.65,NA,521,EEZ Offshore Management Area 3,18,-125,1.030162395
-68.85,41.65,NA,521,EEZ Offshore Management Area 3,18,-133,1.08009831
-68.8,41.65,NA,522,EEZ Offshore Management Area 3,22,-147,1.130039893
-68.75,41.65,NA,522,EEZ Offshore Management Area 3,22,-152,1.179986423
-68.7,41.65,NA,522,EEZ Offshore Management Area 3,22,-150,1.229937298
-68.65,41.65,NA,522,EEZ Offshore Management Area 3,22,-148,1.27989201
-68.6,41.65,NA,522,EEZ Offshore Management Area 3,22,-149,1.329850126
-68.55,41.65,NA,522,EEZ Offshore Management Area 3,22,-161,1.379811277
-68.5,41.65,NA,522,EEZ Offshore Management Area 3,22,-156,1.429775143
-68.45,41.65,NA,522,EEZ Offshore Management Area 3,22,-85,1.47974145
-68.4,41.65,NA,522,EEZ Offshore Management Area 3,22,-23,1.529709959
-68.35,41.65,NA,522,EEZ Offshore Management Area 3,22,-53,1.579680461
-68.3,41.65,NA,522,EEZ Offshore Management Area 3,22,-43,1.629652772
-68.25,41.65,NA,522,EEZ Offshore Management Area 3,22,-32,1.679626732
-68.2,41.65,NA,522,EEZ Offshore Management Area 3,22,-14,1.729602196
-68.15,41.65,NA,522,EEZ Offshore Management Area 3,22,-33,1.779579039
-68.1,41.65,NA,522,EEZ Offshore Management Area 3,22,-35,1.829557149
-68.05,41.65,NA,522,EEZ Offshore Management Area 3,22,-18,1.879536422
-68,41.65,NA,522,EEZ Offshore Management Area 3,22,-24,1.929516768
-67.95,41.65,NA,522,EEZ Offshore Management Area 3,22,-26,1.979498108
-67.9,41.65,NA,522,EEZ Offshore Management Area 3,22,-33,2.029480367
-67.85,41.65,NA,522,EEZ Offshore Management Area 3,22,-16,2.079463478
-67.8,41.65,NA,522,EEZ Offshore Management Area 3,22,-33,2.129447383
-67.75,41.65,NA,522,EEZ Offshore Management Area 3,22,-14,2.179432026
-67.7,41.65,NA,522,EEZ Offshore Management Area 3,22,-24,2.229417358
-67.65,41.65,NA,562,EEZ Offshore Management Area 3,25,-42,2.279403334
-67.6,41.65,NA,562,EEZ Offshore Management Area 3,25,-46,2.329389912
-67.55,41.65,NA,562,EEZ Offshore Management Area 3,25,-38,2.327832776
-67.5,41.65,NA,562,EEZ Offshore Management Area 3,25,-43,2.295088163
-67.45,41.65,NA,562,EEZ Offshore Management Area 3,25,-58,2.262874074
-67.4,41.65,NA,562,EEZ Offshore Management Area 3,25,-32,2.231315414
-67.35,41.65,NA,562,EEZ Offshore Management Area 3,25,-52,2.200440383
-67.3,41.65,NA,562,EEZ Offshore Management Area 3,25,-30,2.170278157
-67.25,41.65,NA,562,EEZ Offshore Management Area 3,25,-49,2.140858865
-67.2,41.65,NA,562,EEZ Offshore Management Area 3,25,-47,2.112213549
-67.15,41.65,NA,562,EEZ Offshore Management Area 3,25,-56,2.084374121
-67.1,41.65,NA,562,EEZ Offshore Management Area 3,25,-56,2.057373295
-67.05,41.65,NA,562,EEZ Offshore Management Area 3,25,-59,2.031244514
-67,41.65,NA,562,EEZ Offshore Management Area 3,25,-58,2.006021854
-66.95,41.65,NA,562,EEZ Offshore Management Area 3,25,-60,1.981739912
-66.9,41.65,NA,562,EEZ Offshore Management Area 3,25,-62,1.95843368
-66.85,41.65,NA,562,EEZ Offshore Management Area 3,25,-62,1.936138393
-66.8,41.65,NA,562,EEZ Offshore Management Area 3,25,-66,1.914889364
